Id,Label,Attribut,Kernwort,Bedeutung,Autor:in,Jahr,Jahrhundert
wie in einen wolkenlosen Himmel,wie in einen wolkenlosen Himmel,Metapher,wolkenlos,ungetrübt,,,
wie mit Flammenzungen eingegraben bleiben,wie mit Flammenzungen eingegraben bleiben,Metapher,eingraben,etwas für immer erinnern,,,
wie Segen vom Himmel herab,wie Segen vom Himmel herab,Metapher,Himmel,wie selbstverständlich,,,
"wie sehr die Autorität der Kirche gemindert wird, wenn ein Baumeister, ausersehen, sie zu stützen, fortgesetzt Steine aus ihren Mauern löst und endlich den Turm selbst zum Einsturz bringen wird","wie sehr die Autorität der Kirche gemindert wird, wenn ein Baumeister, ausersehen, sie zu stützen, fortgesetzt Steine aus ihren Mauern löst und endlich den Turm selbst zum Einsturz bringen wird",Metapher,Steine,"Beschreibung, wie die Macht der Kirche ins Wanken geraten kann",,,
wie vom Himmel niedergeschüttet,wie vom Himmel niedergeschüttet,Metapher,niederschütten,Beschreibung einer Blumenwiese,,,
Wie Wölkchen ums Morgenlicht,Wie Wölkchen ums Morgenlicht,Metapher,Wolken,"Vergleich, der zur Beschreibung einer Frisur herangezogen wird",,,
Wünsche meines Herzens stehen auf,Wünsche meines Herzens stehen auf,Metapher,aufstehen,Gefühle werden deutlich,,,
Zähne zusammen beißen,Zähne zusammen beißen,Metapher,Zähne,etwas klaglos auf sich nehmen,,,
zermalmt unter der Wucht eines furchtbaren Schicksals,zermalmt unter der Wucht eines furchtbaren Schicksals,Metapher,zermalmt,sehr Schlimmes erlebt haben,,,
zerschlagen sein,zerschlagen sein,Metapher,zerschlagen,sehr unglücklich sein,,,
"Zuerst konnte sie die Schrift nicht lesen, denn sie sah aus, als wenn viele Ulanenlanzen wüst durcheinander geworfen wären. Allmählich aber ordnete sie diesen Ulanenlanzenhaufen und entzifferte das Schreiben. [...] Der General konnte auch nicht gleich den Ulanenlanzenhaufen[16] entwirren.","Zuerst konnte sie die Schrift nicht lesen, denn sie sah aus, als wenn viele Ulanenlanzen wüst durcheinander geworfen wären. Allmählich aber ordnete sie diesen Ulanenlanzenhaufen und entzifferte das Schreiben. [...] Der General konnte auch nicht gleich den Ulanenlanzenhaufen[16] entwirren.",Metapher,Ulanenlanzen,Beschreibung einer unleserlichen Schrift,,,
Zügel der Wissenschaft,Zügel der Wissenschaft,Metapher,Zügel,Regeln des Forschens,,,
zur Seite schieben,zur Seite schieben,Metapher,schieben,etwas nicht tun,,,
in abgeschlossener Welt leben,in abgeschlossener Welt leben,Metapher,Welt,einsam leben,,,
die ganze Welt offenbaren,die ganze Welt offenbaren,Metapher,Welt,alle Zusammenhänge erkennbar werden lassen,,,
eine abgeschlossene Welt sein,eine abgeschlossene Welt sein,Metapher,Welt,für sich sein,,,
Welt,Welt,Metapher,Welt,etwas sehr Umfassendes,,,
den schönen Gang einer wahren Resignation gehen,den schönen Gang einer wahren Resignation gehen,Metapher,Gang,resignieren,,,
aus dem natürlichen Kreise des Lebens verschlagen,aus dem natürlichen Kreise des Lebens verschlagen,Metapher,Kreis,unverschuldet von der geplanten Lebensführung abweichen,,,
das Herz blutet,das Herz blutet,Metapher,Herz,Beschreibung eines sehr starken traurigen Gefühls,,,
"und es keine sanftere Wiege giebt, als in den Mutterarmen der Natur -- und in diese Wiege sollt Ihr, Leonce, und diese Hand legt Euch hinein","und es keine sanftere Wiege giebt, als in den Mutterarmen der Natur -- und in diese Wiege sollt Ihr, Leonce, und diese Hand legt Euch hinein",Metapher,Wiege,Beschreibung der Hinwendung zur Natur,,,
Lebensrichtung,Lebensrichtung,Metapher,Richtung,Art der Lebensführung,,,
höhere Richtung,höhere Richtung,Metapher,höher,Bedeutsamkeit des Lebens,,,
Lebenspfad,Lebenspfad,Metapher,Lebenspfad,Reihe von Lebensentscheidungen,,,
"die Zerstreuung soll das Anbauen, Anranken und Durchdringen des Kerns des höheren Lebens bezeichnen","die Zerstreuung soll das Anbauen, Anranken und Durchdringen des Kerns des höheren Lebens bezeichnen",Metapher,Kern,Mußezeit soll zum Nachdenken genutzt werden,,,
dem Leben eine Richtung geben,dem Leben eine Richtung geben,Metapher,Richtung,"sich entscheiden, wie man weiter leben möchte",,,
die Gaben des Herzens und des Geistes wachsen unverkümmert empor,die Gaben des Herzens und des Geistes wachsen unverkümmert empor,Metapher,wachsen,"Beschreibung eines glücklichen Zustands, in dem Entfaltung möglich ist",,,
die Wellen des Meeres stürzen noch jetzt seufzend am Strande nieder,die Wellen des Meeres stürzen noch jetzt seufzend am Strande nieder,Metapher,Meeres,personifizierende Beschreibung des um Perlen beraubten Meeres,,,
Wiege,Wiege,Metapher,Wiege,Ursprungsort,,,
in Heiterkeit zurückkehren,in Heiterkeit zurückkehren,Metapher,zurückkehren,wieder froh werden,,,
umwölken,umwölken,Metapher,umwölken,negativ gefärbt sein,,,
thronen in seiner Unterwelt und warten bis seine Persephone kommt,thronen in seiner Unterwelt und warten bis seine Persephone kommt,Metapher,Unterwelt,auf die perfekte Frau warten,,,
jemandem den Hof machen ,jemandem den Hof machen ,Metapher,Hof,um jemanden werben,,,
Tiefe des Traums,Tiefe des Traums,Metapher,Tiefe,fester Schlaf,,,
sanfte Brandung des Schlafes,sanfte Brandung des Schlafes,Metapher,Brandung,sanfter Schlaf,,,
Lesewelt,Lesewelt,Metapher,Welt,alle Lesenden,,,
"er stellte also in dem Leben jener drey Personen ein Gemählde der Welt auf, in welchem Neid und Unterdrückung die Hauptzüge sind","er stellte also in dem Leben jener drey Personen ein Gemählde der Welt auf, in welchem Neid und Unterdrückung die Hauptzüge sind",Metapher,Welt,die Welt negativ beschreiben,,,
Vorwelt,Vorwelt,Metapher,Welt,"alle, die vorher gelebt haben",,,
Nachwelt,Nachwelt,Metapher,Welt,"alle, die später leben werden",,,
Menschenwelt,Menschenwelt,Metapher,Welt,alle Menschen,,,
junge Welt,junge Welt,Metapher,Welt,junge Menschen,,,
Männerwelt,Männerwelt,Metapher,Welt,alle Männer,,,
Würmerwelt,Würmerwelt,Metapher,Welt,alle Würmer,,,
neue Welt,neue Welt,Metapher,Welt,etwas Unbekanntes,,,
Tierwelt,Tierwelt,Metapher,Welt,alle Tiere,,,
nicht die Welt kosten können,nicht die Welt kosten können,Metapher,Welt,nicht teuer sein können,,,
nicht aus der Welt sein,nicht aus der Welt sein,Metapher,Welt,nicht unerreichbar weit weg sein,,,
Die ganze Welt ist eine schmale Brücke,Die ganze Welt ist eine schmale Brücke,Metapher,Welt,"Es ist schwer, sich in der Welt zurecht zu finden",,,
heile Welt,heile Welt,Metapher,Welt,Positiver Zustand,,,
ideale Welt,ideale Welt,Metapher,Welt,positive Fantasie,,,
Welt der Formen,Welt der Formen,Metapher,Welt,Förmlichkeit,,,
Glanzwelt,Glanzwelt,Metapher,Welt,positiver Zustand,,,
unsere Welt schmeckt nun einmal nach Tinte,unsere Welt schmeckt nun einmal nach Tinte,Metapher,Welt,das geschriebene Wort ist von besonderer Bedeutung,,,
den Himmel im Herzen haben,den Himmel im Herzen tragen,Metapher,Himmel,positiv sein,,,
"Aber da die Menschen im allgemeinen bis jetzt nicht geneigt sind, uns die Himmelspforte so breit und bequem zu machen, so dürfen wir deshalb der schmalen nicht untreu werden.","Aber da die Menschen im allgemeinen bis jetzt nicht geneigt sind, uns die Himmelspforte so breit und bequem zu machen, so dürfen wir deshalb der schmalen nicht untreu werden.",Metapher,Himmelspforte,"Da nur wenige Menschen ein himmlisches Nachleben haben können, muss man rechtschaffen bleiben, um daran teilhaben zu können.",,,
etwas schreit zum Himmel,etwas schreit zum Himmel,Metapher,Himmel,etwas ist schlimm,,,
der Kopf explodiert,der Kopf explodiert,Metapher,explodieren,der Kopf tut weh,,,
Daumen hoch,Daumen hoch,Metapher,hoch,Zustimmung,,,
ausgeweidet wie ein Fettkalb,ausgeweidet wie ein Fettkalb,Metapher,ausgeweidet,ausgenutzt,,,
Goldgrube,Goldgrube,Metapher,Goldgrube,etwas Lukratives,,,
etwas am Hals haben,etwas am Hals haben,Metapher,Hals,sich um etwas kümmern müssen,,,
Die ganze Welt ist eine schmale Brücke,Die ganze Welt ist eine schmale Brücke,Metapher,Welt,"Es ist schwer, sich in der Welt zurecht zu finden",,,
unsere Welt schmeckt nun einmal nach Tinte,unsere Welt schmeckt nun einmal nach Tinte,Metapher,Welt,das geschriebene Wort ist von besonderer Bedeutung,,,
"Aber da die Menschen im allgemeinen bis jetzt nicht geneigt sind, uns die Himmelspforte so breit und bequem zu machen, so dürfen wir deshalb der schmalen nicht untreu werden.","Aber da die Menschen im allgemeinen bis jetzt nicht geneigt sind, uns die Himmelspforte so breit und bequem zu machen, so dürfen wir deshalb der schmalen nicht untreu werden.",Metapher,Himmelspforte,"Da nur wenige Menschen ein himmlisches Nachleben haben können, muss man rechtschaffen bleiben, um daran teilhaben zu können.",,,
der Himmel weiß von welchen Furien der Hölle er getrieben war,der Himmel weiß von welchen Furien der Hölle er getrieben war,Metapher,getrieben,"niemand weiß, warum er sich so benahm",,,
"sich Sorgen um einen kleinen Stein machen, den man in der Hand hält und der eine Lawine auslösen könnte, die alle in die Tiefe reißen würde","sich Sorgen um einen kleinen Stein machen, den man in der Hand hält und der eine Lawine auslösen könnte, die alle in die Tiefe reißen würde",Metapher,Lawine,sich Sorgen um eine gefährliche Entwicklung machen,,,
Die Kette aus Wiederholungen des immer gleichen Bilds reicht in die Zukunft,Die Kette aus Wiederholungen des immer gleichen Bilds reicht in die Zukunft,Metapher,Kette,die gleichen Ereignisse wiederholen sich immer wieder,,,
das große Auge eines Sees schaut bewimpert von Schilfbewuchs in den Himmel,das große Auge eines Sees schaut bewimpert von Schilfbewuchs in den Himmel,Metapher,See,Personifizierung eines Sees,,,
"Wolken, deren Bäuche schon lange nicht mehr grau sind vom schlechten Atem einer Zivilisation","Wolken, deren Bäuche schon lange nicht mehr grau sind vom schlechten Atem einer Zivilisation",Metapher,Wolken,Personifizierung von Wolken,,,
"Es war erstaunlich, mit welcher Leichtigkeit und Kraft er einmal Gesagtes festhielt und wie er aus dem Chaos unlebendiger Laute das für ihn Lebendige und Bedeutungsvolle bildvoll hervorzauberte","Es war erstaunlich, mit welcher Leichtigkeit und Kraft er einmal Gesagtes festhielt und wie er aus dem Chaos unlebendiger Laute das für ihn Lebendige und Bedeutungsvolle bildvoll hervorzauberte",Metapher,Chaos,"Beschreibung der Fähigkeit, mit Worten umzugehen und selbst Unverständliches verstehen zu können",,,
über die simplen Luftspäße hinweg in die höheren hineinsteigen,über die simplen Luftspäße hinweg in die höheren hineinsteigen,Metapher,hinweg,"anfangen, sich ernste Gedanken zu machen",,,
"wie ein wilder Trotzkopf, der gern seine Wutkrone aufsetzt","wie ein wilder Trotzkopf, der gern seine Wutkrone aufsetzt",Metapher,Wutkrone,"Beschreibung von jemandem, der leicht wütend wird",,,
"Ich verbrachte ein Jahr in wahrer Schmetterlingsexistenz, von einer Blume zur andern flatternd","Ich verbrachte ein Jahr in wahrer Schmetterlingsexistenz, von einer Blume zur andern flatternd",Metapher,flattern,Der Protagonist beschreibt seine wechselnden Frauenbeziehungen,,,
sich wiegen mit der Waage der Dankbarkeit,sich wiegen mit der Waage der Dankbarkeit,Metapher,Waage,zufrieden sein,,,
"Wie der östreichische Soldat auf die Haselbank, ist der arme Mensch mit seinen eigenen Gedanken fast wie mit seinen Haaren gefesselt an das, was ihn drückt, beschwert, kann  nicht mehr loskommen, stöhnt, klöhnt, zappelt, zanket, webert, wimmert, aber alles umsonst, er ist angeschmiedet mit Fesseln, gegen welche keine Feile hilft. Menschen können ihm nicht helfen, und Gott will es nicht, denn wer sich hinstreckt auf diese Bank, der hat auch von Gott gelassen.","Wie der östreichische Soldat auf die Haselbank, ist der arme Mensch mit seinen eigenen Gedanken fast wie mit seinen Haaren gefesselt an das, was ihn drückt, beschwert, kann  nicht mehr loskommen, stöhnt, klöhnt, zappelt, zanket, webert, wimmert, aber alles umsonst, er ist angeschmiedet mit Fesseln, gegen welche keine Feile hilft. Menschen können ihm nicht helfen, und Gott will es nicht, denn wer sich hinstreckt auf diese Bank, der hat auch von Gott gelassen.",Metapher,Haselbank,"Beschreibung des Ünglücks, das darin besteht, nur das Böse sehen zu können",,,
"der Abgrund öffnet sich, aus welchem als grauenvolles Gespenst die Zwietracht steigt","der Abgrund öffnet sich, aus welchem als grauenvolles Gespenst die Zwietracht steigt",Metapher,Abgrund,das Unglück beginnt,,,
"daß den meisten Lebensbürden die Eigenschaft anwohne, daß sie immer schwerer werden, je länger man als Bürde und ununterbrochen sie trage, daß ihre Last zu einer Unerträglichkeit sich zu steigern vermöge, in welcher jedes andere Gefühl, jedes Glück und jede Freude untergeht","daß den meisten Lebensbürden die Eigenschaft anwohne, daß sie immer schwerer werden, je länger man als Bürde und ununterbrochen sie trage, daß ihre Last zu einer Unerträglichkeit sich zu steigern vermöge, in welcher jedes andere Gefühl, jedes Glück und jede Freude untergeht",Metapher,Bürde,Unglück steigert sich mit der Zeit,,,
"Das wahre Glück des Menschen ist eine zarte Blume, tausenderlei Ungeziefer umschwirret sie, ein unreiner Hauch tötet sie. Zum Gärtner ist ihr der Mensch gesetzt, sein Lohn ist Seligkeit, aber wie Wenige verstehen ihre Kunst, wie Viele setzen mit eigener Hand in der Blume innersten Kranz der Blume giftigsten Feind; wie Viele sehen sorglos zu, wie das Ungeziefer sich ansetzt, haben ihre Lust daran, wie dasselbe nagt und frißt, die Blume erblaßt! Wohl dem, welchem zu rechter Zeit das Auge aufgeht, welcher mit rascher Hand die Blume wahret, den Feind tötet; er wahret seines Herzens Frieden, er gewinnt seiner Seele Heil,","Das wahre Glück des Menschen ist eine zarte Blume, tausenderlei Ungeziefer umschwirret sie, ein unreiner Hauch tötet sie. Zum Gärtner ist ihr der Mensch gesetzt, sein Lohn ist Seligkeit, aber wie Wenige verstehen ihre Kunst, wie Viele setzen mit eigener Hand in der Blume innersten Kranz der Blume giftigsten Feind; wie Viele sehen sorglos zu, wie das Ungeziefer sich ansetzt, haben ihre Lust daran, wie dasselbe nagt und frißt, die Blume erblaßt! Wohl dem, welchem zu rechter Zeit das Auge aufgeht, welcher mit rascher Hand die Blume wahret, den Feind tötet; er wahret seines Herzens Frieden, er gewinnt seiner Seele Heil,",Metapher,Blume,"Beschreibung des Glücks als ein Gut, dass man pflegen muss",,,
"ein gärender Vulkan, in jedem Augenblick vermögend loszubrechen in verderblichen Flammen, rücksichtslos alles um sich her verzehrend","ein gärender Vulkan, in jedem Augenblick vermögend loszubrechen in verderblichen Flammen, rücksichtslos alles um sich her verzehrend",Metapher,Vulkan,"Beschreibung versteckter, negativer Emotionen",,,
"hüllt sich aber gar bald wieder in das heilige Dunkel ein, worin er ihm bisher immer erschienen war","hüllt sich aber gar bald wieder in das heilige Dunkel ein, worin er ihm bisher immer erschienen war",Metapher,hüllen,wird wieder verschwiegener,,,
"die Erwartungen in dem magischen Helldunkel, worein man jemanden einhüllt, immer höher spannen","die Erwartungen in dem magischen Helldunkel, worein man jemanden einhüllt, immer höher spannen",Metapher,spannen,etwas spannend machen,,,
"Schwermuth und Verfinsterung, worein ihn das Gefühl der Leerheit stürzt","Schwermuth und Verfinsterung, worein ihn das Gefühl der Leerheit stürzt",Metapher,stürzen,Beschreibung eines negativen emotionalen Zustands,,,
"vermittelst einer vermeinten erhabenen Art von Magie in die Gemeinschaft höherer Wesen zu kommen, und von einer Stufe dieses geistigen Lebens zur andern endlich zum unmittelbaren Anschauen und Genuß der höchsten[12] Urschönheit zu gelangen","vermittelst einer vermeinten erhabenen Art von Magie in die Gemeinschaft höherer Wesen zu kommen, und von einer Stufe dieses geistigen Lebens zur andern endlich zum unmittelbaren Anschauen und Genuß der höchsten[12] Urschönheit zu gelangen",Metapher,Stufe,Beschreibung des Erlernens von Magie,,,
"Glaubst du denn, daß die Natur in ihrem ganzen Leben nur ein einzigmal Luft, Feuer, Wasser, Erde zusammen knetete, und nur eine einzige so schöne Wachspuppe daraus bildete, wie die Ungetreue, die »dich izt, lahm geschlagen hat?","Glaubst du denn, daß die Natur in ihrem ganzen Leben nur ein einzigmal Luft, Feuer, Wasser, Erde zusammen knetete, und nur eine einzige so schöne Wachspuppe daraus bildete, wie die Ungetreue, die »dich izt, lahm geschlagen hat?",Metapher,verschlungen,er hatte sich ausgeruht,,,
"O die Menschen können die Empfindung gar herrlich abschleifen! Sie reiben an Geduld und Empfindung so lange, bis die Schärfe stumpf ist.","O die Menschen können die Empfindung gar herrlich abschleifen! Sie reiben an Geduld und Empfindung so lange, bis die Schärfe stumpf ist.",Metapher,abschleifen,"Menschen können sich abgewöhnen, zu emotional zu sein",,,
der Firniß ist von meiner Fantasie weggewischt: laß dir Deine auch ausputzen!,der Firniß ist von meiner Fantasie weggewischt: laß dir Deine auch ausputzen!,Metapher,Firniß,"Meine Fantasie ist gedämpft, dämpfe auch deine",,,
"so wird die Hülle in kurzem Löcher bekommen: sie zersetzen sie dir, oder du mußt sie bey Seite legen und dich so lange herumbalgen, bis du dich in Autorität gesezt hast: dann fürchten sie sich, und du kannst dein Hüllchen wieder hervorholen","so wird die Hülle in kurzem Löcher bekommen: sie zersetzen sie dir, oder du mußt sie bey Seite legen und dich so lange herumbalgen, bis du dich in Autorität gesezt hast: dann fürchten sie sich, und du kannst dein Hüllchen wieder hervorholen",Metapher,Hülle ,"wenn du unter Menschen gehst, wirst du verletzbar, es sei denn du hast dir Autorität erarbeitet",,,
ihr Bild mit seinen innersten Gedanken so ganz zusammen gewachsen,ihr Bild mit seinen innersten Gedanken so ganz zusammen gewachsen,Metapher,zusammengewachsen,Beschreibung eines liebenden Zustands,,,
"Glaubst du denn, daß die Natur in ihrem ganzen Leben nur ein einzigmal Luft, Feuer, Wasser, Erde zusammen knetete, und nur eine einzige so schöne Wachspuppe daraus bildete, wie die Ungetreue, die »dich izt, lahm geschlagen hat?","Glaubst du denn, daß die Natur in ihrem ganzen Leben nur ein einzigmal Luft, Feuer, Wasser, Erde zusammen knetete, und nur eine einzige so schöne Wachspuppe daraus bildete, wie die Ungetreue, die »dich izt, lahm geschlagen hat?",Metapher,kneten,Glaubst du sie wäre die einzige schöne Frau auf der Welt?,,,
"Geh zum Fegefeuer mit deinen Predigten, Wahnwitziger!","Geh zum Fegefeuer mit deinen Predigten, Wahnwitziger!",Metapher,Fegefeuer,Geh weg,,,
"man lasse ihn die vergangnen Zeiten, die Geschichte der Menschheit und der Völker durchwandern; man werfe ihn in den Wirbel des Eigennutzes, des Neides und der Unterdrückung, in welchem seine Zeitgenossen herumgetrieben werden","man lasse ihn die vergangnen Zeiten, die Geschichte der Menschheit und der Völker durchwandern; man werfe ihn in den Wirbel des Eigennutzes, des Neides und der Unterdrückung, in welchem seine Zeitgenossen herumgetrieben werden",Metapher,durchwandern,"man sorge dafür, dass er sich mit der Menschheitsgeschichte beschäftigt",,,
"Der Eingang ins Leben ist ein Pfad, den Könige und Bettler auf gleiche Art betreten. Der Ausgang hat vielerlei Pforten. Ob wir durch die Mittel- oder Seitentür hinauskommen, ist einerlei. Hinaus läßt man uns gewiß.","Der Eingang ins Leben ist ein Pfad, den Könige und Bettler auf gleiche Art betreten. Der Ausgang hat vielerlei Pforten. Ob wir durch die Mittel- oder Seitentür hinauskommen, ist einerlei. Hinaus läßt man uns gewiß.",Metapher,Pfad,"alle werden gleich geboren, sterben aber auf unterschiedliche Art",,,
"tobend wie empörte Meereswogen, über den Nacken der hohen Apenninen","tobend wie empörte Meereswogen, über den Nacken der hohen Apenninen",Metapher,Meereswogen,Vergleich des Windes mit dem Meer,,,
"Er lebt in den Canzonetten der Florentiner, in den Gesängen der Kalabresen, und in den Romanzen der Sizilianer.","Er lebt in den Canzonetten der Florentiner, in den Gesängen der Kalabresen, und in den Romanzen der Sizilianer.",Metapher,leben,es gibt Lieder und Geschichten über ihn,,,
"auf einer Art Rosen gehen, die keine Dornen hat","auf einer Art Rosen gehen, die keine Dornen hat",Metapher,Rosen,ein komfortables Leben leben,,,
jedem seiner Lügenschlösser legt er ein Fundament von richtigen Umständen,jedem seiner Lügenschlösser legt er ein Fundament von richtigen Umständen,Metapher,Fundament,seine Lügen enthalten stets einen Teil Wahrheit,,,
"spannte alle diese Natursegel nur auf, um den Hafen eines einzigen schönen und reichen Fräuleins zu erreichen","spannte alle diese Natursegel nur auf, um den Hafen eines einzigen schönen und reichen Fräuleins zu erreichen",Metapher,Hafen,er tat all dies um ein Mädchen heiraten zu können,,,
Jeder Theil seines Körpers schien es auf eine besondere Festung anzulegen und auf sichere Eroberung Anspruch zu machen,Jeder Theil seines Körpers schien es auf eine besondere Festung anzulegen und auf sichere Eroberung Anspruch zu machen,Metapher,Festung,"er schien sich ganz darauf zu konzentrieren, ein bestimmtes Mädchen für sich gewinnen zu können",,,
"Rolle, die mit so vielen Randglossen verbrämt war, daß die Tressen das Tuch, die Noten den Text kaum frische Luft schöpfen ließen","Rolle, die mit so vielen Randglossen verbrämt war, daß die Tressen das Tuch, die Noten den Text kaum frische Luft schöpfen ließen",Metapher,verbrämt,Beschreibung eines ehrwürdigen aber einengenden Standes,,,
"daß Jungfrauen nicht, wie Aecker, durch Fruchtbarkeit im Anschlage steigen","daß Jungfrauen nicht, wie Aecker, durch Fruchtbarkeit im Anschlage steigen",Metapher,Aecker,der Wert einer Jungfrau besteht nicht in ihrer Fruchtbarkeit,,,
war Aufruhr und stürmte und warf ein Dutzend ertrunkner Schiffbrüchigen zum Großen Kanal herein bis an den Palast des alten Dogen,war Aufruhr und stürmte und warf ein Dutzend ertrunkner Schiffbrüchigen zum Großen Kanal herein bis an den Palast des alten Dogen,Metapher,werfen,Personifizierung der See,,,
"seine Geburt warf ihn in andre Umstände, unter andre Menschen, in eine andre Laufbahn","seine Geburt warf ihn in andre Umstände, unter andre Menschen, in eine andre Laufbahn",Metapher,werfen,"die Familie, in die er geboren wurde, bestimmte, wie er leben sollte",,,
"Ein großer Geist, ein edel Herz wiegt manches Laster auf","Ein großer Geist, ein edel Herz wiegt manches Laster auf",Metapher,wiegen,Edelmut ist wichtiger als die meisten Laster,,,
Das Leben liegt in Trümmern,Das Leben liegt in Trümmern,Metapher,Trümmern,"nicht mehr wissen, wie es weiter gehen soll",,,
Die Schlinge zieht sich zu,Die Schlinge zieht sich zu,Metapher,Schlinge,Die Umstände verschlimmern sich,,,
Das große Ganze,Das große Ganze,Metapher,groß,alles,,,
auf fruchtbaren Boden fallen,auf fruchtbaren Boden fallen,Metapher,Boden,bereitwillig aufgenommen werden,,,
im Keim ersticken,im Keim ersticken,Metapher,Keim,etwas schon im Entstehen verhindern,,,
etwas wuchert zu kleinen Geschwüren,etwas wuchert zu kleinen Geschwüren,Metapher,Geschwür,unkontrolliert Bedeutung erlangen,,,
Fuß fassen,Fuß fassen,Metapher,Fuß,sich etablieren,,,
zu weit gehen,zu weit gehen,Metapher,gehen,"moralische, persönliche oder ähnliche Grenzen überschreiten",,,
in besseren Händen sein,in besseren Händen sein,Metapher,Hände,bei jemandem gut aufgehoben sein,,,
eine Ebene der Vertrautheit planieren,eine Ebene der Vertrautheit planieren,Metapher,Ebene,Vertrauen aufbauen,,,
etwas Großes,etwas Großes,Metapher,groß,etwas Bedeutsames,,,
an herausgehobener Position angelangt sein,an herausgehobener Position angelangt sein,Metapher,Position,etwas erreicht haben,,,
Witterung aufnehmen,Witterung aufnehmen,Metapher,Witterung,Verdacht schöpfen,,,
von der Fahne gehen,von der Fahne gehen,Metapher,Fahne,aufgeben,,,
auf weiter Flur allein mit seiner Ansicht stehen,auf weiter Flur allein mit seiner Ansicht stehen,Metapher,Flur,"eine Meinung haben, die niemand teilt",,,
aus dem Ruder laufen,aus dem Ruder laufen,Metapher,Ruder,unkontrollierbar werden,,,
auf höchster Ebene,auf höchster Ebene,Metapher,hoch,auf sehr hohem Niveau,,,
etwas in Gang setzen,etwas in Gang setzen,Metapher,Gang,"dafür sorgen, dass etwas beginnt",,,
sich etwas auf der Zunge zergehen lassen,sich etwas auf der Zunge zergehen lassen,Metapher,zergehen,etwas genießen,,,
einen dicken Fisch fangen,einen dicken Fisch fangen,Metapher,fangen,einen guten Auftrag bekommen,,,
jemandem in die Hände fallen,jemandem in die Hände fallen,Metapher,Hände,jemandem ausgeliefert sein,,,
ans Licht kommen,ans Licht kommen,Metapher,Licht,öffentlich bekannt werden,,,
auf den Plan treten ,auf den Plan treten ,Metapher,treten,erscheinen,,,
Die Erkenntnis trifft wie ein Hammerschlag,Die Erkenntnis trifft wie ein Hammerschlag,Metapher,Hammerschlag,etwas wird plötzlich und schmerzlich bewusst,,,
Das Herz in der Hose haben,Das Herz in der Hose haben,Metapher,Herz,sich fürchten,,,
auf der Jagd nach spannenden Geschichten sein,auf der Jagd nach spannenden Geschichten sein,Metapher,Jagd,spannende Geschichten suchen,,,
etwas hängt jemandem zum Hals raus,etwas hängt jemandem zum Hals raus,Metapher,Hals,jemand hat etwas satt,,,
durch dick und dünn gehen,durch dick und dünn gehen,Metapher,dick,eng befreundet sein,,,
ellenlang zum Hals heraus hängen,ellenlang zum Hals heraus hängen,Metapher,Hals,etwas sehr satt haben,,,
Anlauf nehmen,Anlauf nehmen,Metapher,Anlauf,sich überwinden,,,
in den Griff bekommen,in den Griff bekommen,Metapher,Griff,Kontrolle erlangen,,,
in Gang bringen,in Gang bringen,Metapher,Gang,"dafür sorgen, dass etwas beginnt",,,
in einem Grabenkampf um läppische Details fechten,in einem Grabenkampf um läppische Details fechten,Metapher,Grabenkampf,erbittert über Kleinigkeiten streiten,,,
sich wie ein Elefant im Porzellanladen aufführen,sich wie ein Elefant im Porzellanladen aufführen,Metapher,Porzellanladen,sehr unvorsichtig sein,,,
Schleier von den Augen eines anderen heben,Schleier von den Augen eines anderen heben,Metapher,Schleier,jemanden über etwas aufklären,,,
den Geist beflügeln,den Geist beflügeln,Metapher,beflügeln,interessant sein,,,
einen schwierigen Weg gehen,einen schwierigen Weg gehen,Metapher,Weg,"etwas tun, obwohl es nicht leicht ist",,,
vor das einem vom Schicksal bestimmte Erlebnis gestellt sein,vor das einem vom Schicksal bestimmte Erlebnis gestellt sein,Metapher,gestellt,"mit etwas konfrontiert sein, für das man sich bestimmt fühlt",,,
in seinem Element sein,in seinem Element sein,Metapher,Element,mit etwas vertraut sein,,,
in der Brust nach dem Gewesenen tasten,in der Brust nach dem Gewesenen tasten,Metapher,Brust,"versuchen, sich zu erinnern",,,
gefesselter Blick,gefesselter Blick,Metapher,gefesselt,starrer Blick,,,
auf dem Weg weiter kommen wollen,auf dem Weg weiter kommen wollen,Metapher,Weg,etwas erreichen wollen,,,
sich nicht aus dem vorgesetzten Gang der Untersuchung lenken lassen,sich nicht aus dem vorgesetzten Gang der Untersuchung lenken lassen,Metapher,Gang,die Vorschriften genau befolgen,,,
an der Pforte der Klarheit,an der Pforte der Klarheit,Metapher,Pforte,nah an der Erkenntnis,,,
aus sich heraus kommen,aus sich heraus kommen,Metapher,heraus,etwas wagen,,,
in sich hinein kommen,in sich hinein kommen,Metapher,hinein,mit sich zufrieden sein,,,
über das Simple hinübersteigen,über das Simple hinübersteigen,Metapher,hinübersteigen,"beginnen, sich mit etwas Kompliziertem zu beschäftigen",,,
da liegt der Hase im Pfeffer,da liegt der Hase im Pfeffer,Metapher,liegen,das ist der entscheidende Punkt,,,
der Weg zum Höheren,der Weg zum Höheren,Metapher,Weg,"Reihe von Dingen, die getan werden müssen, um etwas Bedeutsames zu erreichen",,,
höher hinaus wollen,höher hinaus wollen,Metapher,höher,etwas erreichen wollen,,,
Ideen verfolgen,Ideen verfolgen,Metapher,verfolgen,Ideen umsetzen,,,
ein ganzer Berg trüber Gedanken,ein ganzer Berg trüber Gedanken,Metapher,Berg,Sehr viele trübe Gedanken,,,
